ct_registration_number,brand_name,wholesaler_name,wholesaler_credential
LBD.0216947,1911 ESTABLISHED CIDER DONUT,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0227580,1911 ESTABLISHED COLD BREW,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0216948,1911 ESTABLISHED COTTON CANDY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0216949,1911 ESTABLISHED CRANBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0231072,1911 ESTABLISHED EMBER & ACRE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0216950,1911 ESTABLISHED FREEDOM,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217072,1911 ESTABLISHED GREEN CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0224876,1911 ESTABLISHED HALF & HALF,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0221199,1911 ESTABLISHED HAUNTED HAYRIDE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0221893,1911 ESTABLISHED HONEY PEAR,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217061,1911 ESTABLISHED HONEYCRISP CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219417,1911 ESTABLISHED HONEYCRISP MULE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0206207,1911 ESTABLISHED HONEYCRISP,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0237470,1911 ESTABLISHED IMPERIAL BLUEBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0237471,1911 ESTABLISHED IMPERIAL CRANBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217062,1911 ESTABLISHED JAM ON IT,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219950,1911 ESTABLISHED JAMBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217068,1911 ESTABLISHED KEY LIME,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219418,1911 ESTABLISHED LAFAYETTE LEMONADE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217153,1911 ESTABLISHED LAFAYETTE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219416,1911 ESTABLISHED LEMON TEA VODKA,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0227589,1911 ESTABLISHED LOGANBERRY CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0226953,1911 ESTABLISHED LOGANBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0135975,ALANDRA RED,OLDE & NEW WORLD INC,LIW.0000706
LBD.0217077,1911 ESTABLISHED MAPLE BOURBON BARREL AGED,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217063,1911 ESTABLISHED N.E.S.I.P.C. HOPPED,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217064,1911 ESTABLISHED ORANGE CREAMSICLE CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0213822,1911 ESTABLISHED ORANGE CREAMSICLE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0216941,1911 ESTABLISHED ORIGINAL,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217065,1911 ESTABLISHED PINEAPPLE MANGO,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217066,1911 ESTABLISHED PINK LADY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0216942,1911 ESTABLISHED RASPBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0232868,1911 ESTABLISHED RED SANGRIA,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217073,1911 ESTABLISHED ROSE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217074,1911 ESTABLISHED SANGRIA,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217078,1911 ESTABLISHED SOUR BLACKBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217067,1911 ESTABLISHED SOUR CHERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217069,1911 ESTABLISHED SOUR PEACH,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0225337,1911 ESTABLISHED SOUR POMEGRANATE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217070,1911 ESTABLISHED SOUR RASPBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217071,1911 ESTABLISHED SOUR TANGERINE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219420,1911 ESTABLISHED SPIKED NITRO,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217075,1911 ESTABLISHED STRAWBERRY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219265,1911 ESTABLISHED SUGAR PLUM,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0227590,1911 ESTABLISHED SWEET APPLE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0218403,1911 ESTABLISHED SWEET TEA WHISKEY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0217076,1911 ESTABLISHED UNFILTERED MCINTOSH,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0218060,1911 ESTABLISHED VODKA CANDY CORN,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0219419,1911 ESTABLISHED WHISKEY COLA,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0209425,1911 GREEN CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0175849,1911 PRIDE HARD CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0181086,1911 UNFILTERED MCINTOSH HARD CIDER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0102085,1921 TEQUILA ANEJO,INTERWINE INC,LIW.0000513
LBD.0102084,1921 TEQUILA BLANCO,INTERWINE INC,LIW.0000513
LBD.0102087,1921 TEQUILA CREAM,INTERWINE INC,LIW.0000513
LBD.0102086,1921 TEQUILA REPOSADO,INTERWINE INC,LIW.0000513
LBD.0151262,1929 PROHIBITION PORTER,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0233046,1933 MACLEOD'S 12YR SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0233047,1933 MACLEOD'S 15YR SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0233026,1933 MACLEOD'S 18YR SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0226274,1933 MACLEOD'S 21 YEARS OLD SHERRY CASK FINISH SINGLE MALT SCOTCH WHISKY,WINEBOW INC,LIW.0000548
LBD.0233027,1933 MACLEOD'S 21YR SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0226275,1933 MACLEOD'S 25 YEARS OLD SHERRY CASK FINISH SINGLE MALT SCOTCH WHISKY,WINEBOW INC,LIW.0000548
LBD.0233028,1933 MACLEOD'S 25YR SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0225360,1933 MACLEOD'S 28 YEARS OLD SHERRY CASK FINISH,WINEBOW INC,LIW.0000548
LBD.0233029,1933 MACLEOD'S 28YR SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0216859,1933 MACLEOD'S HIGHLAND SINGLE MALT SCOTCH WHISKY PX SHERRY CASK FINISH,WINEBOW INC,LIW.0000548
LBD.0215773,1933 MACLEOD'S HIGHLAND SINGLE MALT SCOTCH WHISKY SHERRY CASK FINISH 18 YEARS OLD,WINEBOW INC,LIW.0000548
LBD.0233030,1933 MACLEOD'S PX SHERRY CASK SM,WINEBOW INC,LIW.0000548
LBD.0219235,1939 AMBER,"ATLANTIC IMPORTING OF CT, INC",LIW.0000751
LBD.0135229,1941 VODKA,MURPHY BEVERAGE COMPANY INC,LIW.0000627
LBD.0135229,1941 VODKA,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0174872,1944 MAI TAI,BRESCOME BARTON INC,LIW.0000506
LBD.0139061,1969,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0139061,1969,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0106098,2 GINGERS,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0187097,20 ALDEAS TEMPRANILLO CASTILLA Y LEON,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0231460,20 ALDEAS TEMPRANILLO RIBERA DEL DUERO 0485,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0111991,20 TON,,LIW.0000543
LBD.0111991,20 TON,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0111991,20 TON,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0206975,2018 DIME RED WINE BLEND SANTA BARBARA COUNTY-,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0182709,2019 MIRABAI PINOT NOIR,ARTISAN WINES INC,LIW.0000641
LBD.0206982,2020 CHERRIES & RAINBOWS - WHITE,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0206973,2020 CHOP SHOP- CABERNET SAUVIGNON,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0206984,2020 FOLLY OF THE BEAST - PINOT NOIR- CENTRAL COAST,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0182710,2020 FREEDOM HILL VINEYARD PINOT BLANC,ARTISAN WINES INC,LIW.0000641
LBD.0207277,2020 MICHAEL DAVID WINERY (MDW) SPARKLING WINE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0206976,2020 PACIFICANA - CHARDONNAY - CALIFORNIA,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0206974,2021 - CHOP SHOP - CABERNET SAUVIGNON - CALIFORNIA,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0215714,2021 6TH SENSE SYRAH,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0206983,2021 CHERRIES & RAINBOWS RED BLEND VIN DE FRANCE,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0214510,2021 EARTHQUAKE CABERNET SAUVIGNON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0214511,2021 EARTHQUAKE ZINFANDEL,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0216398,2021 FREAKSHOW CABERNET SAUVIGNON CANS - 200ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0212832,2021 FREAKSHOW CABERNET SAUVIGNON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207269,2021 FREAKSHOW ZINFANDEL 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207944,2021 HOOPA - SPARKLING JOHANNITER - IGT VENETO,INTERWINE INC,LIW.0000513
LBD.0207270,2021 INKBLOT TANNAT 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0206401,2021 MDW CABERNET SAUVIGNON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207275,2021 MICHAEL DAVID WINERY (MDW) CARMENERE 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207276,2021 MICHAEL DAVID WINERY (MDW) MERLOT 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207273,2021 MICHAEL DAVID WINERY (MDW) RESERVE SYRAH 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207278,2021 PETITE PETIT 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0214852,2021 PETITE PETIT,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0206977,2021 SUMMER WATER - ROSE WINE - CENTRAL COAST -,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0206981,2021 SUMMER WATER - ROSE WINE - CENTRAL COAST -,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0233863,2022 CHILLABLE AMERICAN RED WINE,A MISSING LINK LLC,LIW.0000659
LBD.0207268,2022 FREAKSHOW CHARDONNAY 187 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0216399,2022 INKBLOT CABERNET FRANC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207932,2022 LES HAUTS DE LAGARDE - ROSE WINE - AOC BORDEAUX,INTERWINE INC,LIW.0000513
LBD.0207274,2022 MICHAEL DAVID WINERY (MDW) CHARDONNAY 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207271,2022 MICHAEL DAVID WINERY (MDW) SAUVIGNON BLANC 750 ML,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207272,2022 MICHAEL DAVID WINERY (MDW) SYMPHONY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0199156,2022 MICHAEL DAVID WINERY ROSE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0211928,2022 MICHAEL DAVID ZINFANDEL,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0214593,2022 MISFITS & MAVENS CABERNET SAUVIGNON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0206980,2022 SUMMER WATER ROSE - CENTRAL COAST CA,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0233862,2022 THE FLOOD AMERICAN WHITE WINE,A MISSING LINK LLC,LIW.0000659
LBD.0233864,"2022 ""BRING IT"" AMERICAN RED WINE",A MISSING LINK LLC,LIW.0000659
LBD.0215981,2023 FOSSIL & FAWN PIQUETTE WILLAMETTE VALLEY SPARKLING WINE,CLASSIC WINES INC,LIW.0000565
LBD.0216403,2023 FREAKSHOW CHARDONNAY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0216401,2023 MICHAEL DAVID CHARDONNAY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0216092,2023 MICHAEL DAVID SAUVIGNON BLANC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0216402,2023 MISFITS & MAVENS PINOT NOIR,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0214594,2023 MISFITS & MAVENS SAUVIGNON BLANC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0193083,21 SEEDS CUCUMBER JALAPENO,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0193083,21 SEEDS CUCUMBER JALAPENO,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0193084,21 SEEDS GRAPEFRUIT HIBISCUS,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0193084,21 SEEDS GRAPEFRUIT HIBISCUS,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0193085,21 SEEDS VALENCIA ORANGE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0193085,21 SEEDS VALENCIA ORANGE,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0221591,21ST AMENDMENT BREWERY 25TH ANNIVERSARY IPA,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0221592,21ST AMENDMENT BREWERY BREW FREE! OR DIE BLOOD ORANGE IPA,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0186096,21ST AMENDMENT BREWERY BREW FREE! OR DIE HAZY IPA,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0172231,21ST AMENDMENT BREWERY BREW FREE! OR DIE IPA,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0221594,21ST AMENDMENT BREWERY HELL OR HIGH TWILIGHT,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0221593,21ST AMENDMENT BREWERY HELL OR HIGH WATERMELON,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0221595,21ST AMENDMENT BREWERY PUMPKIN HAZE IPA,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0221596,21ST AMENDMENT BREWERY TALL HAT IMPERIAL IPA,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0229901,24 SIDURI PINOT NOIR SANTA LUCIA HIGHLANDS,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0184377,2ND PEZ SAINT-ESTEPHE RED WINE,BRESCOME BARTON INC,LIW.0000506
LBD.0217748,2XO FRENCH OAK,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0209260,2XO Gem of Kentucky,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0211318,2XO KIAWAH BLEND,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0236165,2XO RAPPER'S DELIGHT THE HIP-HOP BLEND,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0214525,2XO THE SNEAKERHEAD BLEND,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0222495,2XO VINYL BLEND,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0236315,2XO WHITE OAK RYE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0113806,3 AMIGOS ANEJO,WINEBOW INC,LIW.0000548
LBD.0113807,3 AMIGOS BLANCO,WINEBOW INC,LIW.0000548
LBD.0129906,3 AMIGOS FAMILY RESERVE,WINEBOW INC,LIW.0000548
LBD.0113809,3 AMIGOS ORGANIC BLANCO,WINEBOW INC,LIW.0000548
LBD.0118320,3 AMIGOS RAMONA'S RESERVE,WINEBOW INC,LIW.0000548
LBD.0113810,3 AMIGOS REPOSADO,WINEBOW INC,LIW.0000548
LBD.0167417,3 GIRL CABERNET SAUVIGNON THE INFLUENCER LODI,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0167418,3 GIRLS CHARDONNAY THE MEDIATOR LODI,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0167419,3 GIRLS SAUVIGNON BLANC THE INSTIGATOR LODI,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0161877,3015,TRI-VIN IMPORTS INC,LIW.0000708
LBD.0219062,36&OAK CLASSIC MARGARITA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0219063,36&OAK TEQUILA PALOMA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0219064,36&OAK VODKA CRANBERRY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0219065,36&OAK VODKA LEMONADE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0194247,360° LOIRE SAUVIGNON BLANC,VOTTO VINES IMPORTING LLC,LIW.0000625
LBD.0079738,360 BING CHERRY FALVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0178411,360 BLUE RASPBERRY VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0074425,360 DOUBLE CHOCOLATE FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0079740,360 GEORGIA PEACH FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0078492,360 GRAPE FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0093339,360 HUCKLEBERRY FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0143805,360 LIME FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0078490,360 MADAGASCAR VANILLA FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0078491,360 MANDARIN ORANGE FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0136995,360 MANGO FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0089275,360 RED RASPBERRY FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0079735,360 SORRENTO LEMON FLAVORED VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0151584,360 VODKA PINEAPPLE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0236086,360 VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0141649,4 CELLARS CABERNET SAUVIGNON,INTERWINE INC,LIW.0000513
LBD.0199803,4 COPAS ORGANIC OVERPROOF TEQUILA ANEJO 110,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0199804,4 COPAS ORGANIC OVERPROOF TEQUILA BLANCO 110,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0199807,4 COPAS ORGANIC OVERPROOF TEQUILA REPOSADO 110,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0197018,4 COPAS TEQUILA ANEJO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0197016,4 COPAS TEQUILA BLANCO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0197017,4 COPAS TEQUILA REPOSADO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0212337,4 EZ PAYMENTS,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC,LIW.0000696
LBD.0186599,4 HEARTS BLACK CHERRY MOSCATO,WINEBOW INC,LIW.0000548
LBD.0186600,4 HEARTS HONEYDEW MELON MOSCATO,WINEBOW INC,LIW.0000548
LBD.0187723,4 KILOS MOTOR AMÉRICA,T EDWARD CONNECTICUT LTD,LIW.0000576
LBD.0184369,"4 MONOS VITICULTORES RED WINE, MADRID, VINO DE SIERRA GR10 TINTO",CLASSIC WINES INC,LIW.0000565
LBD.0193192,4 WINDS CABERNET SAUVIGNON,WINEBOW INC,LIW.0000548
LBD.0220273,40 THIEVES,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0220273,40 THIEVES,DICHELLO DISTRIBUTORS INC,LIW.0000516
LBD.0213935,400 CONEJOS ANEJO,BRESCOME BARTON INC,LIW.0000506
LBD.0213935,400 CONEJOS ANEJO,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0193911,400 CONEJOS CUISHE,BRESCOME BARTON INC,LIW.0000506
LBD.0193911,400 CONEJOS CUISHE,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0213936,400 CONEJOS REPOSADO,BRESCOME BARTON INC,LIW.0000506
LBD.0213936,400 CONEJOS REPOSADO,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0193910,400 CONEJOS TOBALA,BRESCOME BARTON INC,LIW.0000506
LBD.0193910,400 CONEJOS TOBALA,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0166110,400 CONEJOS,BRESCOME BARTON INC,LIW.0000506
LBD.0166110,400 CONEJOS,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0234042,40TH & 400TH ANNIVERSARY,BRESCOME BARTON INC,LIW.0000506
LBD.0038871,42 BELOW VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0070814,44 NORTH - RAINIER CHERRY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0107963,44 NORTH - IDAHO POTATO,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0107910,44 NORTH - MOUNTAIN HUCKLEBERRY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0107964,44 NORTH - SUNNYSLOPE NECTARINE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0190248,44 NORTH HAGERMAN WATERMELON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0170231,44 NORTH MOUNTAIN HUCKLEBERRY CREAM LIQUEUR,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0212334,47TH STREET,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC,LIW.0000696
LBD.0199518,5 MILE ON RIVER TIME ROSE,CLASSIC WINES INC,LIW.0000565
LBD.0212264,5 SENTIDOS ESPADIN CON MANGO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0212263,5 SENTIDOS PECHUGA DE BRISKET,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0142404,50 & 50 AVIGNONESI-CAPANNELLE IGT,WINEBOW INC,LIW.0000548
LBD.0209312,50 DEGREE RIESLING RHEINGAU,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0236027,57 ROCAS CABERNET SAUVIGNON,BRESCOME BARTON INC,LIW.0000506
LBD.0236024,57 ROCAS CARMENERE,BRESCOME BARTON INC,LIW.0000506
LBD.0220087,5V BARBANERA TOSCANA ROSSO IGP,WINEBOW INC,LIW.0000548
LBD.0233986,5X30 CABERNET SAUVIGNON,BRESCOME BARTON INC,LIW.0000506
LBD.0206620,617 AMBER ALE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0226492,617 SHANDY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0155439,617,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0101201,668 NEIGHBOR OF THE BEAST,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0101201,668 NEIGHBOR OF THE BEAST,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0101201,668 NEIGHBOR OF THE BEAST,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0194961,69 MILES CHARDONNAY,WINEBOW INC,LIW.0000548
LBD.0140876,6TH ANNIVERSARY DOUBLE IPA,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0207838,7 VODKA,WINEBOW INC,LIW.0000548
LBD.0148809,707 PINOT NOIR,ACE DISTRIBUTING LLC,LIW.0000580
LBD.0152269,707 SAUVIGNON BLANC,ACE DISTRIBUTING LLC,LIW.0000580
LBD.0224619,718 VODKA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0225896,71ST REGIMENT GIN,HIGHLAND IMPORTS LLC,LIW.0000675
LBD.0225896,71ST REGIMENT GIN,INVOER EKKE LLC,LIW.0000713
LBD.0088477,75 MINUTE INDIA PALE ALE,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0088477,75 MINUTE INDIA PALE ALE,,LIW.0000543
LBD.0088477,75 MINUTE INDIA PALE ALE,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0210898,75 WINE COMPANY CABERNET SAUVIGNON,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0210898,75 WINE COMPANY CABERNET SAUVIGNON,INTERWINE INC,LIW.0000513
LBD.0153858,"75,864 MILES N/A CALIFORNIA",CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0225545,7COLORES CABERNET SAUVIGNON,WINEBOW INC,LIW.0000548
LBD.0201487,7COLORES SAUVIGNON BLANC,WINEBOW INC,LIW.0000548
LBD.0149089,8 PM WHISKEY,ACE DISTRIBUTING LLC,LIW.0000580
LBD.0189014,80'S VINHO VERDE ROSE,OLDE & NEW WORLD INC,LIW.0000706
LBD.0189012,80'S VINHO VERDE WHITE,OLDE & NEW WORLD INC,LIW.0000706
LBD.0052570,8000 GENERATIONS,BRESCOME BARTON INC,LIW.0000506
LBD.0175979,818 ANEJO TEQUILA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0175977,818 BLANCO TEQUILA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0175974,818 REPOSADO TEQUILA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0194755,87,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
