BRAND-NAME,CT-REGISTRATION-NUMBER,STATUS,EFFECTIVE,EXPIRATION,OUT-OF-STATE-SHIPPER,SUPERVISOR-CREDENTIAL-,WHOLESALERS
100 SEASONS LIGHT WHISKEY,LBD.0170194,ACTIVE,09/18/2023 12:00:00 AM,09/16/2026 12:00:00 AM,REDEMPTION SPIRITS LLC,LSL.0001354,"MSW CT LLC (LIW.0000594), NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)"
1000 STORIES AMERICAN BARREL - AGED CHARDONNAY CALIFORNIA,LBD.0200198,ACTIVE,12/04/2025 12:00:00 AM,12/03/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES CABERNET SAUVIGNON CALIFORNIA,LBD.0148833,ACTIVE,10/03/2024 12:00:00 AM,10/01/2027 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES CABERNET SAUVIGNON PROSPECTORS' PROOF CALIFORNIA,LBD.0151045,ACTIVE,05/16/2025 12:00:00 AM,05/15/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES CHARDONNAY CALIFORNIA,LBD.0161124,ACTIVE,04/06/2025 12:00:00 AM,04/04/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES HIGH ALCOHOL CABERNET SAUVIGNON,LBD.0220065,ACTIVE,09/18/2024 12:00:00 AM,09/17/2027 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES PINOT NOIR CALIFORNIA,LBD.0189195,ACTIVE,05/16/2025 12:00:00 AM,05/15/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES RED BLEND GOLD RUSH RED CALIFORNIA,LBD.0127645,ACTIVE,05/16/2025 12:00:00 AM,05/15/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES SAUVIGNON BLANC CALIFORNIA,LBD.0199105,ACTIVE,01/09/2026 12:00:00 AM,01/07/2029 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES SAUVIGNON BLANC MAJESTIC,LBD.0229943,ACTIVE,08/15/2025 12:00:00 AM,08/14/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
1000 STORIES ZINFANDEL CALIFORNIA,LBD.0110620,ACTIVE,04/06/2025 12:00:00 AM,04/04/2028 12:00:00 AM,FETZER VINEYARDS,LSL.0001483,BRESCOME BARTON INC (LIW.0000506)
101 NORTH CABERNET SAUVIGNON,LBD.0175093,ACTIVE,02/19/2024 12:00:00 AM,02/17/2027 12:00:00 AM,ANHEUSER BUSCH LLC,LSB.0000832,"LEVINE DISTRIBUTING CO , LLC (LIW.0000527), DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
101 NORTH CHARDONNAY,LBD.0175094,ACTIVE,02/19/2024 12:00:00 AM,02/17/2027 12:00:00 AM,ANHEUSER BUSCH LLC,LSB.0000832,"LEVINE DISTRIBUTING CO , LLC (LIW.0000527), DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
101 NORTH MOSCATO,LBD.0175095,ACTIVE,02/19/2024 12:00:00 AM,02/17/2027 12:00:00 AM,ANHEUSER BUSCH LLC,LSB.0000832,"LEVINE DISTRIBUTING CO , LLC (LIW.0000527), DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
101 NORTH PINOT GRIGIO,LBD.0175096,ACTIVE,02/19/2024 12:00:00 AM,02/17/2027 12:00:00 AM,ANHEUSER BUSCH LLC,LSB.0000832,"LEVINE DISTRIBUTING CO , LLC (LIW.0000527), DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
101 NORTH ROSE',LBD.0175559,ACTIVE,03/02/2024 12:00:00 AM,02/28/2027 12:00:00 AM,ANHEUSER BUSCH LLC,LSL.0001378,"LEVINE DISTRIBUTING CO , LLC (LIW.0000527), DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
1010 CLASSIC MOJITO,LBD.0228726,ACTIVE,07/17/2025 12:00:00 AM,07/16/2028 12:00:00 AM,G K VENTURES LLC,LSL.0000882,ACE DISTRIBUTING LLC (LIW.0000580)
1010 MANGO COLADA,LBD.0228725,ACTIVE,07/18/2025 12:00:00 AM,07/17/2028 12:00:00 AM,G K VENTURES LLC,LSL.0000882,ACE DISTRIBUTING LLC (LIW.0000580)
1010 PINA COLADA,LBD.0228724,ACTIVE,07/17/2025 12:00:00 AM,07/16/2028 12:00:00 AM,G K VENTURES LLC,LSL.0000882,ACE DISTRIBUTING LLC (LIW.0000580)
11 POUNDERS,LBD.0208022,ACTIVE,09/06/2023 12:00:00 AM,09/05/2026 12:00:00 AM,OTHER HALF BREWING CO INC,LSB.0001151,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC (LIW.0000696)
111 RED BLEND,LBD.0192970,ACTIVE,07/11/2025 12:00:00 AM,07/09/2028 12:00:00 AM,TRI-VIN IMPORTS INC,LCL.0000647,TRI-VIN IMPORTS INC (LIW.0000708)
11TH ANNIVERSARY SODO STEEL IPA,LBD.0234455,ACTIVE,02/04/2026 12:00:00 AM,02/03/2029 12:00:00 AM,GHOSTFISH BREWING COMPANY LLC,LSB.0001085,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC (LIW.0000696)
12 E MEZZO CHARDONNAY ORGANIC,LBD.0139454,ACTIVE,03/12/2024 12:00:00 AM,03/11/2027 12:00:00 AM,WINES UNLIMITED INC,LSL.0000955,BRESCOME BARTON INC (LIW.0000506)
12 E MEZZO PRIMITIVO ORGANIC,LBD.0139455,ACTIVE,03/12/2024 12:00:00 AM,03/11/2027 12:00:00 AM,WINES UNLIMITED INC,LSL.0000955,BRESCOME BARTON INC (LIW.0000506)
12 E MEZZO PRIMITIVO,LBD.0126392,ACTIVE,03/12/2024 12:00:00 AM,03/11/2027 12:00:00 AM,WINES UNLIMITED INC,LSL.0000955,BRESCOME BARTON INC (LIW.0000506)
12 KNIGHTS OPULENT RED,LBD.0175075,ACTIVE,02/19/2024 12:00:00 AM,02/17/2027 12:00:00 AM,AVELEDA INC,LSL.0001654,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
12 OUZO,LBD.0193027,ACTIVE,07/13/2025 12:00:00 AM,07/11/2028 12:00:00 AM,CAMPARI AMERICA LLC,LSL.0000969,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
12 POLOTMAVY,LBD.0217437,ACTIVE,06/28/2024 12:00:00 AM,06/27/2027 12:00:00 AM,COUNTERWEIGHT BREWING CO LLC,LMB.0001617,"G &amp; G BEVERAGE DIST  INC (LIW.0000509), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
123 ORGANIC ANEJO (TRES) TEQUILA,LBD.0216440,ACTIVE,06/03/2024 12:00:00 AM,06/02/2027 12:00:00 AM,VINO.COM LLC,LSL.0000838,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
123 ORGANIC BLANCO (UNO) TEQUILA,LBD.0216438,ACTIVE,06/03/2024 12:00:00 AM,06/02/2027 12:00:00 AM,VINO.COM LLC,LSL.0000838,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
123 ORGANIC REPOSADO (DOS) TEQUILA,LBD.0216439,ACTIVE,06/03/2024 12:00:00 AM,06/02/2027 12:00:00 AM,VINO.COM LLC,LSL.0000838,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
12:43 SOUR SERIES BLACKBERRY,LBD.0205771,ACTIVE,07/11/2023 12:00:00 AM,07/10/2026 12:00:00 AM,CLOCKTOWN BREWING COMPANY LLC,LMB.0001563,
12:43 SOUR SERIES MIXED BERRY,LBD.0217177,ACTIVE,06/17/2024 12:00:00 AM,06/16/2027 12:00:00 AM,CLOCKTOWN BREWING COMPANY LLC,LMB.0001563,
12:43 SOUR SERIES POG,LBD.0224987,ACTIVE,03/31/2025 12:00:00 AM,03/30/2028 12:00:00 AM,CLOCKTOWN BREWING COMPANY LLC,LMB.0001563,
12TH ANNIVERSARY HAZY IPA,LBD.0236019,ACTIVE,03/19/2026 12:00:00 AM,03/18/2029 12:00:00 AM,BURLINGTON BEER COMPANY,LSB.0001091,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13 RAMS RED WINE LAKE COUNTY,LBD.0191008,ACTIVE,05/10/2025 12:00:00 AM,05/08/2028 12:00:00 AM,SHANNON RIDGE INC,LSW.0000242,ANGELINI WINE LTD (LIW.0000519)
13 YEARS CABERNET SAUVIGNON RESERVE SANTA YNEZ VALLEY,LBD.0207690,ACTIVE,08/25/2023 12:00:00 AM,08/24/2026 12:00:00 AM,SLJ GROUP INC,LSL.0001885,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
13TH COLONY 113 MAPLE FINISHED RYE,LBD.0232116,ACTIVE,10/27/2025 12:00:00 AM,10/26/2028 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY 113,LBD.0223091,ACTIVE,01/27/2025 12:00:00 AM,01/26/2028 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY BARREL AGED GIN,LBD.0227068,ACTIVE,05/28/2025 12:00:00 AM,05/27/2028 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY BARREL SYMPHONY,LBD.0237090,ACTIVE,04/17/2026 12:00:00 AM,04/16/2029 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY CASK STRENGTH SOUTHERN BOURBON WHISKEY,LBD.0214415,ACTIVE,04/03/2024 12:00:00 AM,04/02/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY CASK STRENGTH SOUTHERN RYE WHISKEY,LBD.0228099,ACTIVE,06/27/2025 12:00:00 AM,06/26/2028 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY DOUBLE OAKED BOURBON WHISKEY,LBD.0218751,ACTIVE,08/09/2024 12:00:00 AM,08/08/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY SINGLE BARREL BOURBON,LBD.0215844,ACTIVE,05/16/2024 12:00:00 AM,05/15/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY SINGLE BARREL RYE WHISKEY,LBD.0215758,ACTIVE,05/13/2024 12:00:00 AM,05/12/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY SOUTHERN BOURBON WHISKEY,LBD.0212194,ACTIVE,01/26/2024 12:00:00 AM,01/25/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY SOUTHERN GIN,LBD.0212193,ACTIVE,01/26/2024 12:00:00 AM,01/25/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY SOUTHERN RYE WHISKEY,LBD.0212195,ACTIVE,01/26/2024 12:00:00 AM,01/25/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH COLONY SOUTHERN VODKA,LBD.0212196,ACTIVE,01/26/2024 12:00:00 AM,01/25/2027 12:00:00 AM,"THIRTEENTH COLONY DISTILLERIES, LLC",LSL.0002294,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
13TH VINEYARD CABERNET SAUVIGNON HOWELL MOUNTAIN RESERVE 0329 15.60%,LBD.0198582,ACTIVE,12/20/2025 12:00:00 AM,12/18/2028 12:00:00 AM,VILLA ENCINAL PARTNERS LP,LSW.0001154,
13TH VINEYARD RESERVE CABERNET SAUVIGNON HOWELL MOUNTAIN RESERVE 15.50%,LBD.0224569,ACTIVE,03/14/2025 12:00:00 AM,03/13/2028 12:00:00 AM,VILLA ENCINAL PARTNERS LP,LSW.0001154,
13TH VINEYARD RESERVE CABERNET SAUVIGNON HOWELL MOUNTAIN RESERVE 15.80%,LBD.0224570,ACTIVE,03/18/2025 12:00:00 AM,03/17/2028 12:00:00 AM,VILLA ENCINAL PARTNERS LP,LSW.0001154,
"14 HANDS MALBEC, THE RESERVE 2022",LBD.0216222,ACTIVE,05/29/2024 12:00:00 AM,05/28/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
"14 HANDS PRIMITIVO, THE RESERVE 2022",LBD.0216223,ACTIVE,05/29/2024 12:00:00 AM,05/28/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
"14 HANDS RED BLEND, LIMITED RELEASE",LBD.0217322,ACTIVE,06/24/2024 12:00:00 AM,06/23/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
"14 HANDS RIESLING, THE RESERVE 2023",LBD.0216224,ACTIVE,05/29/2024 12:00:00 AM,05/28/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
"14 HANDS SANGIOVESE, THE RESERVE HORSE HEAVEN HILLS",LBD.0216530,ACTIVE,06/04/2024 12:00:00 AM,06/03/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
14 HANDS SYRAH THE RESERVE HORSE HEAVEN HILLS,LBD.0104316,ACTIVE,05/13/2024 12:00:00 AM,05/12/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
14 HANDS WHITE CABERNET SAUVIGNON HORSE HEAVEN HILLS,LBD.0204431,ACTIVE,04/10/2024 12:00:00 AM,04/09/2027 12:00:00 AM,STE MICHELLE WINE ESTATES LLC,LSL.0000692,
14 HILLTOP PINOT BLANC,LBD.0222329,ACTIVE,12/11/2024 12:00:00 AM,12/10/2027 12:00:00 AM,VINEBOX LLC,LSW.0001706,
1420 FINISHED AT SEA BOURBON,LBD.0210687,ACTIVE,11/27/2023 12:00:00 AM,11/26/2026 12:00:00 AM,SONO 1420 ARTISAN DISTILLERS LLC,LMS.0000013,MD &amp; S DISTRIBUTORS LLC (LIW.0000724)
1420 FINISHED AT SEA SINGLE BARREL,LBD.0210688,ACTIVE,11/27/2023 12:00:00 AM,11/26/2026 12:00:00 AM,SONO 1420 ARTISAN DISTILLERS LLC,LMS.0000013,
1420 FULL PROOF,LBD.0209774,ACTIVE,10/27/2023 12:00:00 AM,10/26/2026 12:00:00 AM,SONO 1420 ARTISAN DISTILLERS LLC,LMS.0000013,
1420 SINGLE BARREL,LBD.0210690,ACTIVE,11/27/2023 12:00:00 AM,11/26/2026 12:00:00 AM,SONO 1420 ARTISAN DISTILLERS LLC,LMS.0000013,
1420 SPECIAL RESERVE,LBD.0210689,ACTIVE,11/27/2023 12:00:00 AM,11/26/2026 12:00:00 AM,SONO 1420 ARTISAN DISTILLERS LLC,LMS.0000013,MD &amp; S DISTRIBUTORS LLC (LIW.0000724)
1420 STRAWBERRY LEMONADE HAZE,LBD.0194424,ACTIVE,08/22/2025 12:00:00 AM,08/20/2028 12:00:00 AM,SONO 1420 ARTISAN DISTILLERS LLC,LMS.0000013,MD &amp; S DISTRIBUTORS LLC (LIW.0000724)
15 STARS FIRST WEST EXPLORER KSBW,LBD.0237053,ACTIVE,04/17/2026 12:00:00 AM,04/16/2029 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
15 STARS FIRST WEST EXTRA AGED KSBW,LBD.0237052,ACTIVE,04/17/2026 12:00:00 AM,04/16/2029 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
15 STARS FIRST WEST RYE WHISKEY,LBD.0219519,ACTIVE,08/29/2024 12:00:00 AM,08/28/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
15 STARS KENTUCKE COUNTY AGED 12 YEARS AMERICAN WHISKEY,LBD.0237051,ACTIVE,04/17/2026 12:00:00 AM,04/16/2029 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
15 STARS PLATINUM BOURBON WHISKEY,LBD.0219520,ACTIVE,08/29/2024 12:00:00 AM,08/28/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
15 STARS PRIVATE STOCK BOURBON WHISKEY,LBD.0219521,ACTIVE,08/29/2024 12:00:00 AM,08/28/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
15 STARS TRIPLE CASK II BOURBON WHISKEY,LBD.0219518,ACTIVE,08/29/2024 12:00:00 AM,08/28/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
1530,LBD.0187422,ACTIVE,02/15/2025 12:00:00 AM,02/13/2028 12:00:00 AM,EVATON INC,LCL.0000535,BRESCOME BARTON INC (LCL.0000540)
1554,LBD.0128551,ACTIVE,12/12/2024 12:00:00 AM,12/10/2027 12:00:00 AM,NEW BELGIUM BREWING COMPANY INC,LSB.0000922,"NORTHEAST BEVERAGE CORP OF CT (LIW.0000518), LEVINE DISTRIBUTING CO , LLC (LIW.0000527)"
1639,LBD.0208129,ACTIVE,09/11/2023 12:00:00 AM,09/10/2026 12:00:00 AM,RULE OF 3 BREWING LLC,LMB.0001687,
1686 BOURBON WHISKY,LBD.0180990,ACTIVE,07/28/2024 12:00:00 AM,07/26/2027 12:00:00 AM,WATERCURE FARM LLC,LMS.0000004,WATERCURE FARM LLC (LMS.0000004)
1701 AMERICAN SINGLE MALT WHISKY,LBD.0180991,ACTIVE,07/28/2024 12:00:00 AM,07/26/2027 12:00:00 AM,WATERCURE FARM LLC,LMS.0000004,WATERCURE FARM LLC (LMS.0000004)
1738 ACCORD ROYAL HEART OF COGNAC,LBD.0226667,ACTIVE,05/16/2025 12:00:00 AM,05/15/2028 12:00:00 AM,REMY COINTREAU USA,LSL.0000547,BRESCOME BARTON INC (LIW.0000506)
1741 HARD CIDER,LBD.0206631,ACTIVE,07/27/2023 12:00:00 AM,07/26/2026 12:00:00 AM,BEAK & SKIFF APPLE FARMS INC,LSL.0002242,"DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505), THE LYMAN FARM INCORPORATED (LIW.0000736)"
1741 ORCHARD BLUEBERRY,LBD.0232054,ACTIVE,11/14/2025 12:00:00 AM,11/13/2028 12:00:00 AM,BEAK & SKIFF APPLE FARMS INC,LSL.0002242,"THE LYMAN FARM INCORPORATED (LIW.0000736), DICHELLO DISTRIBUTORS INC (LIW.0000516), HARTFORD DISTRIBUTORS INC (LIW.0000505)"
1749 PINOT NOIR VIN DE FRANCE,LBD.0178281,ACTIVE,05/06/2024 12:00:00 AM,05/04/2027 12:00:00 AM,BRONCO WINE COMPANY,LSL.0000593,BRESCOME BARTON INC (LIW.0000506)
1767,LBD.0208130,ACTIVE,09/11/2023 12:00:00 AM,09/10/2026 12:00:00 AM,RULE OF 3 BREWING LLC,LMB.0001687,
1776 STRAIGHT RYE WHISKEY,LBD.0119845,ACTIVE,10/03/2024 12:00:00 AM,10/01/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
1792 AGED 12 YEARS,LBD.0158138,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 BOTTLED IN BOND,LBD.0140100,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 BOURBON COGNAC FINISH,LBD.0225148,ACTIVE,04/02/2025 12:00:00 AM,04/01/2028 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 FULL PROOF,LBD.0123763,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 HIGH RYE,LBD.0128903,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 PORT FINISH,LBD.0117679,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 SINGLE BARREL,LBD.0119626,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 SMALL BATCH,LBD.0110542,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
1792 SWEET WHEAT,LBD.0114947,ACTIVE,07/09/2024 12:00:00 AM,07/07/2027 12:00:00 AM,SAZERAC CO INC,LSL.0000711,BRESCOME BARTON INC (LIW.0000506)
18 WATT IPA,LBD.0210570,ACTIVE,11/17/2023 12:00:00 AM,11/16/2026 12:00:00 AM,SINGLECUT BEERSMITHS LLC,LSB.0000911,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC (LIW.0000696)
18% LIQUID SIN,LBD.0219242,ACTIVE,08/26/2024 12:00:00 AM,08/25/2027 12:00:00 AM,DUPLIN WINE CELLARS INC,LSW.0000768,
1800 BLANCO HIGH PROOF,LBD.0230309,ACTIVE,08/29/2025 12:00:00 AM,08/28/2028 12:00:00 AM,PROXIMO SPIRITS INC,LSL.0001254,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
1800 REPOSADO HIGH PROOF,LBD.0230308,ACTIVE,08/29/2025 12:00:00 AM,08/28/2028 12:00:00 AM,PROXIMO SPIRITS INC,LSL.0001254,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
1800 ULTIMATE MARGARITA LIGHT LIME,LBD.0221907,ACTIVE,12/02/2024 12:00:00 AM,12/01/2027 12:00:00 AM,PROXIMO SPIRITS INC,LSL.0001254,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
18401 CELLARS PROPRIETARY RED BLEND,LBD.0174276,ACTIVE,02/01/2024 12:00:00 AM,01/30/2027 12:00:00 AM,FREY FAMILY WINERY LLC,LSW.0001442,
1853 OLD VINE ESTATE,LBD.0216017,ACTIVE,05/22/2024 12:00:00 AM,05/21/2027 12:00:00 AM,TRI-VIN IMPORTS INC,LCL.0000647,TRI-VIN IMPORTS INC (LIW.0000708)
1858 BY CAYMUS VINEYARDS CABERNET SAUVIGNON CALIFORNIA,LBD.0226636,ACTIVE,05/15/2025 12:00:00 AM,05/14/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 BY CAYMUS VINEYARDS ZINFANDEL,LBD.0226637,ACTIVE,05/15/2025 12:00:00 AM,05/14/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 CABERNET SAUVIGNON NAPA RESERVE,LBD.0180827,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 CABERNET SAUVIGNON NAPA VALLEY,LBD.0125089,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 CABERNET SAUVIGNON PASO RESERVE,LBD.0190464,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 CABERNET SAUVIGNON PASO,LBD.0145564,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 CHARDONNAY MONTEREY,LBD.0193479,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 MERLOT CALIFORNIA,LBD.0211750,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 PINOT NOIR MONTEREY,LBD.0174992,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 RED BLEND,LBD.0169428,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1858 SAUVIGNON BLANC,LBD.0165284,ACTIVE,03/21/2025 12:00:00 AM,03/20/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,WINEBOW INC (LIW.0000548)
1865 SELECTED BLEND MASTER BLEND,LBD.0224110,ACTIVE,02/28/2025 12:00:00 AM,02/27/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
1865 SELECTED COLLECTION DESERT VALLEY,LBD.0224111,ACTIVE,02/28/2025 12:00:00 AM,02/27/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
1865 SELECTED COLLECTION OLD VINES,LBD.0224109,ACTIVE,02/28/2025 12:00:00 AM,02/27/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
1865 SELECTED VINEYARD CABERNET SAUVIGNON,LBD.0187702,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
